magnitude,depth,latitude,longitude,Year,Month,is_ocean,is_steep_slope,horizontal_count_1y_full,vertical_count_1y_full,tsunami
8.2,35.0,55.3154,-157.829,2021,7,1,0,1,2,1
8.2,46.66,55.4742,-157.917,2021,7,1,0,1,2,1
7.1,55.14,6.4547,126.742,2021,8,1,1,1,3,1
7.5,47.23,-57.5959,-25.1874,2021,8,1,1,0,4,1
8.1,22.79,-58.4157,-25.3206,2021,8,1,1,0,5,0
6.9,20.74,55.2657,-157.68,2021,8,1,0,1,2,1
6.9,33.3,55.2364,-157.707,2021,8,1,0,1,2,1
6.9,15.0,-61.8484,-55.559,2021,1,1,0,0,1,1
7.0,80.0,5.0074,127.517,2021,1,1,1,0,2,1
6.7,10.0,51.2407,100.443,2021,1,0,0,0,1,0
8.1,28.93,-29.7466,-177.224,2021,3,1,1,1,12,1
7.4,43.0,-29.6131,-177.842,2021,3,1,0,1,12,1
7.1,43.98,37.6856,141.992,2021,2,1,0,1,2,1
7.0,43.0,38.4752,141.607,2021,3,1,0,1,3,1
6.8,21.0,-28.013,-71.1958,2020,9,1,1,0,3,1
6.5,10.0,0.8696,-29.7046,2020,8,1,0,1,0,0
6.9,624.0,-6.6704,123.493,2020,8,1,0,0,1,0
6.5,16.0,-27.9285,-71.3937,2020,9,1,1,0,3,0
6.5,12.06,44.4646,-115.118,2020,3,0,0,0,0,0
7.0,143.0,45.6161,148.959,2020,2,1,0,0,1,1
6.6,107.0,-12.0662,166.648,2020,5,1,1,0,3,1
7.0,73.0,-7.847,147.755,2020,7,1,1,1,0,1
6.6,533.76,-5.6368,110.678,2020,7,1,0,0,2,0
7.4,20.0,15.9163,-95.9533,2020,6,0,1,0,1,1
7.4,10.0,-33.2938,-177.838,2020,6,1,1,1,0,1
6.6,165.0,28.9386,128.262,2020,6,1,0,1,1,1
6.8,112.0,-23.2966,-68.4204,2020,6,0,0,0,1,1
6.5,2.7,38.1689,-117.85,2020,5,0,0,1,0,0
7.8,28.0,55.1079,-158.477,2020,7,1,0,0,2,1
6.7,10.0,-39.3264,-74.9067,2020,12,1,1,0,1,1
7.6,28.37,54.662,-159.675,2020,10,1,1,1,2,1
6.9,10.0,0.9604,-26.8332,2020,9,1,0,1,0,1
7.0,21.0,37.8973,26.7953,2020,10,1,0,0,1,0
6.9,26.0,-4.2791,101.215,2020,8,1,1,0,2,0
6.8,22.0,-4.3724,101.095,2020,8,1,1,0,2,0
6.6,10.0,12.0065,124.13,2020,8,1,0,1,0,1
7.5,57.8,48.9638,157.695,2020,3,1,1,0,1,1
6.7,10.0,38.4312,39.0609,2020,1,0,0,1,0,0
6.5,10.0,34.1818,25.7101,2020,5,1,1,0,1,0
7.7,14.86,19.4193,-78.756,2020,1,1,1,1,0,1
6.8,96.0,-6.7762,129.785,2020,5,1,0,2,1,0
6.6,591.0,-20.3641,-178.57,2019,9,1,0,0,2,1
6.7,11.0,-35.4758,-73.163,2019,9,1,1,0,2,1
6.5,12.26,-3.4528,128.37,2019,9,1,1,1,0,1
6.6,35.0,-13.336,166.875,2019,1,1,1,0,3,1
6.6,16.0,-60.2152,-26.5801,2019,8,1,0,2,1,1
6.9,49.0,-7.2822,104.791,2019,8,1,0,0,1,0
6.8,25.0,-34.2364,-72.3102,2019,8,1,1,0,1,1
6.6,181.0,-16.1985,167.998,2019,7,0,1,1,2,1
7.2,18.98,-0.5858,128.034,2019,7,0,0,1,0,1
6.6,10.0,-18.2242,120.358,2019,7,1,0,1,0,0
6.6,43.21,2.258,126.758,2019,1,1,0,1,1,1
6.8,570.41,-8.144,-71.587,2019,1,0,0,0,1,0
7.3,212.0,-6.4078,129.169,2019,6,1,1,1,1,1
7.3,46.0,-30.6441,-178.1,2019,6,1,0,2,7,1
6.6,57.92,13.1994,-89.3056,2019,5,1,0,1,1,1
8.0,122.57,-5.8119,-75.2697,2019,5,0,0,0,1,1
7.6,10.0,-4.051,152.597,2019,5,1,1,1,2,1
7.1,146.0,-6.9746,146.449,2019,5,0,0,0,1,1
6.8,15.46,-1.8146,122.58,2019,4,1,0,1,0,1
6.5,38.0,-58.6262,-25.304,2019,4,1,1,1,2,1
6.5,10.0,6.9098,125.178,2019,10,0,0,2,2,1
6.5,577.0,-21.9449,-179.511,2019,11,1,0,1,1,0
6.6,10.0,-18.5747,-175.272,2019,11,1,0,3,0,1
6.8,18.0,6.6969,125.174,2019,12,0,0,5,1,1
7.1,33.0,1.6213,126.416,2019,11,1,0,1,4,1
6.6,15.0,6.7567,125.008,2019,10,0,0,2,2,1
6.9,35.0,0.5126,126.189,2019,7,1,0,1,1,0
7.1,8.0,35.7695,-117.599,2019,7,0,0,0,0,0
7.5,145.0,-2.1862,-77.0505,2019,2,0,0,0,2,1
7.0,267.0,-14.7131,-70.1546,2019,3,0,0,0,1,1
6.7,66.0,14.6802,-92.4527,2019,2,1,0,1,0,1
6.7,13.0,-43.1219,42.3568,2019,1,1,0,0,2,0
6.7,63.0,-30.0404,-71.3815,2019,1,0,1,0,2,1
6.7,10.0,71.6312,-11.2431,2018,11,1,0,1,0,1
6.8,540.0,-17.8735,-178.927,2018,11,1,0,4,1,1
7.1,46.7,61.3464,-149.955,2018,11,0,0,0,0,1
7.5,10.0,-21.9496,169.427,2018,12,1,1,1,5,1
6.6,10.0,-22.0629,169.733,2018,12,1,1,1,5,1
7.1,133.0,-58.5446,-26.3856,2018,12,1,1,1,1,1
7.3,16.56,55.0999,164.699,2018,12,1,1,3,1,1
7.0,60.21,5.8983,126.921,2018,12,1,1,1,2,1
7.1,21.43,-22.0295,170.126,2018,8,1,1,0,8,1
6.6,35.0,42.6861,141.929,2018,9,0,0,0,2,1
7.9,670.81,-18.4743,179.35,2018,9,1,1,1,0,1
6.5,68.0,-10.0207,161.503,2018,9,1,0,1,0,1
6.9,115.0,-31.7447,-179.373,2018,9,1,0,1,1,0
6.5,576.0,-25.415,178.199,2018,9,1,0,1,0,0
7.5,20.0,-0.2559,119.846,2018,9,0,0,2,0,0
6.7,550.0,-18.3604,-178.063,2018,9,1,0,1,1,1
7.0,39.0,-5.7012,151.205,2018,10,0,1,0,6,1
6.5,20.0,49.2902,156.297,2018,10,1,1,0,3,1
6.7,461.0,52.8549,153.243,2018,10,1,0,1,0,1
6.5,17.0,-21.7427,169.522,2018,10,1,1,1,10,1
6.5,10.0,49.2586,-129.412,2018,10,1,0,3,0,1
6.8,10.0,49.3346,-129.289,2018,10,1,0,3,0,1
6.5,10.0,49.297,-129.724,2018,10,1,0,3,0,0
6.8,14.0,37.5203,20.5565,2018,10,1,1,1,0,0
7.2,22.0,16.3855,-97.9787,2018,2,0,0,0,1,1
7.5,25.21,-6.0699,142.754,2018,2,0,0,0,2,1
6.7,20.49,-6.3043,142.612,2018,3,0,0,0,5,1
6.8,22.86,-4.3762,153.2,2018,3,1,0,2,2,1
6.7,40.0,-5.5024,151.402,2018,3,0,1,0,3,1
6.9,35.0,-5.5321,151.5,2018,3,1,1,1,3,1
6.8,559.0,-20.6588,-63.0058,2018,4,0,0,0,1,0
6.9,5.81,19.3182,-155.0,2018,5,1,1,0,1,1
6.9,34.0,-8.2581,116.438,2018,8,0,0,0,4,0
6.5,33.93,51.4234,-178.026,2018,8,1,1,0,2,1
6.5,529.0,-7.3718,119.802,2018,8,1,1,0,1,0
8.2,600.0,-18.1125,-178.153,2018,8,1,0,3,1,1
6.9,21.0,-8.319,116.627,2018,8,0,0,0,4,0
7.3,146.82,10.7731,-62.9019,2018,8,1,0,0,1,1
6.5,9.0,-16.0315,168.143,2018,8,1,0,1,1,1
7.1,630.0,-11.0355,-70.8284,2018,8,0,0,0,1,0
7.5,19.0,17.4825,-83.52,2018,1,1,1,1,0,1
7.9,14.06,56.0039,-149.166,2018,1,1,0,1,0,1
7.1,39.0,-15.7675,-74.7092,2018,1,1,1,1,1,1
6.5,110.57,-4.2433,143.485,2017,11,0,0,0,1,1
7.3,19.0,34.9109,45.9592,2017,11,0,0,1,0,0
7.1,48.0,18.5499,-98.4887,2017,9,0,0,0,1,0
6.6,22.0,-21.6484,168.859,2017,11,1,1,0,7,1
6.5,119.0,52.3909,176.769,2017,10,1,1,1,0,1
6.7,553.81,-7.2168,123.074,2017,10,1,0,1,1,0
6.7,24.0,-21.6971,169.148,2017,10,1,1,0,0,1
6.5,17.0,-54.2189,2.1628,2017,12,1,1,1,0,1
7.0,10.0,-21.3246,168.671,2017,11,1,1,0,7,1
6.8,10.0,-15.3197,-173.168,2017,11,1,1,1,0,1
6.5,19.36,9.5147,-84.4865,2017,11,1,0,0,1,1
6.6,13.0,-21.5027,168.598,2017,11,1,1,0,7,1
6.5,90.0,-7.4921,108.174,2017,12,0,0,1,0,0
6.5,29.0,-22.6784,25.1558,2017,4,0,0,0,1,0
6.6,17.0,56.9401,162.786,2017,3,0,1,0,1,1
6.5,595.98,-19.2814,-63.9047,2017,2,0,0,0,1,0
6.9,12.0,-19.3733,176.052,2017,1,1,0,0,2,1
6.9,28.0,-33.0375,-72.0617,2017,4,1,1,0,3,1
6.9,26.0,5.5043,125.066,2017,4,1,1,1,1,1
6.8,169.0,-14.5884,167.377,2017,5,1,0,0,2,1
6.5,15.0,-56.414,-25.7432,2017,5,1,1,0,2,1
6.6,12.0,-1.2923,120.431,2017,5,0,1,0,1,0
6.8,5.0,54.0312,170.92,2017,6,1,0,0,0,1
6.9,93.0,14.9091,-92.0092,2017,6,0,1,0,2,1
8.2,47.39,15.0222,-93.8993,2017,9,1,1,0,1,1
6.6,7.0,36.9293,27.4139,2017,7,1,0,0,1,0
6.5,9.0,33.1926,103.855,2017,8,0,1,1,0,0
6.6,10.0,-49.4837,164.016,2017,7,1,1,1,0,1
6.5,9.0,11.1269,124.629,2017,7,0,0,2,0,1
6.8,38.12,13.7174,-90.9718,2017,6,1,0,0,3,1
7.7,10.0,54.4434,168.857,2017,7,1,1,4,0,1
6.9,414.5,-23.2593,-178.804,2017,2,1,1,1,2,1
6.5,15.0,9.9071,125.452,2017,2,1,0,1,0,1
6.5,36.0,-10.3506,161.335,2017,1,1,1,0,7,1
7.3,627.17,4.4782,122.617,2017,1,1,0,0,1,1
7.9,135.0,-6.2464,155.172,2017,1,0,0,0,4,1
6.5,13.0,3.8965,126.862,2016,1,1,1,0,1,1
6.7,55.0,24.8036,93.6505,2016,1,0,0,1,0,0
6.7,46.0,41.9723,142.781,2016,1,1,0,0,2,1
6.6,212.0,36.4725,71.1311,2016,4,0,0,0,3,0
6.6,10.0,18.8239,-106.934,2016,1,1,0,2,0,1
7.1,125.6,59.6204,-153.339,2016,1,0,0,2,0,1
7.2,177.0,53.9776,158.546,2016,1,0,0,0,1,1
7.8,24.0,-4.9521,94.3299,2016,3,1,0,1,0,0
6.9,26.0,-14.3235,166.855,2016,4,1,1,1,5,1
6.7,24.0,-14.0683,166.624,2016,4,1,1,1,4,1
6.7,27.59,-13.9805,166.594,2016,4,1,0,1,4,1
6.9,10.0,11.9097,-88.8968,2016,11,1,1,0,1,1
6.9,9.0,37.3931,141.387,2016,11,1,0,0,2,1
6.5,9.0,-42.6058,173.254,2016,11,0,1,3,2,1
6.5,10.0,-42.3205,173.669,2016,11,0,0,3,2,1
7.8,15.11,-42.7373,173.054,2016,11,0,0,3,2,1
6.6,8.0,42.8621,13.0961,2016,10,0,0,0,3,0
6.6,614.0,-4.8626,108.163,2016,10,1,0,0,1,0
6.8,42.0,-6.0033,148.887,2016,10,0,1,0,1,1
6.9,596.4,-19.7819,-178.244,2016,9,1,1,0,2,1
7.0,19.0,-37.3586,179.146,2016,9,1,1,0,2,1
6.8,476.0,-3.6849,152.792,2016,8,1,0,0,2,1
6.8,82.0,20.9228,94.569,2016,8,0,0,0,1,0
7.2,16.37,-22.4765,173.117,2016,8,1,1,1,0,1
7.7,196.0,18.5429,145.507,2016,7,1,0,0,2,1
6.6,50.0,-2.0967,100.665,2016,6,1,0,0,1,0
7.2,78.0,-56.2409,-26.9353,2016,5,1,1,0,2,1
6.9,405.69,-21.9724,-178.204,2016,5,1,0,0,3,1
6.9,29.95,0.4947,-79.616,2016,5,0,0,0,6,1
6.7,16.0,0.4261,-79.7899,2016,5,0,0,0,6,1
7.0,24.0,-16.0429,167.379,2016,4,0,1,1,3,1
7.8,20.59,0.3819,-79.9218,2016,4,0,0,0,4,1
7.0,10.0,32.7906,130.754,2016,4,0,0,3,0,1
6.9,136.0,23.0944,94.8654,2016,4,0,0,0,1,0
7.6,38.0,-43.4064,-73.9413,2016,12,0,0,0,1,1
6.6,17.0,39.2732,73.9776,2016,11,0,0,2,1,0
6.5,13.0,5.2834,96.1678,2016,12,1,0,1,0,0
6.6,8.45,40.4535,-126.194,2016,12,1,0,1,0,1
7.8,40.0,-10.6812,161.327,2016,12,1,1,0,5,1
6.5,12.26,-10.8416,161.314,2016,12,1,1,0,5,0
6.9,19.73,-10.749,161.132,2016,12,1,1,0,5,1
7.9,94.54,-4.5049,153.522,2016,12,1,1,0,6,1
6.7,152.0,-7.5082,127.921,2016,12,1,1,0,1,0
6.8,219.96,-17.0309,168.52,2015,1,1,0,2,0,1
6.5,8.0,5.9045,-82.6576,2015,1,1,0,2,0,1
7.6,620.56,-10.0598,-71.0184,2015,11,0,0,0,3,0
7.6,606.21,-10.5372,-70.9437,2015,11,0,0,0,3,1
6.7,602.75,-9.1825,-71.2574,2015,11,0,0,0,3,0
7.2,22.0,38.2107,72.7797,2015,12,0,0,1,0,0
6.9,12.0,-29.5067,-72.0068,2015,11,1,1,0,7,1
6.6,10.0,6.8431,94.648,2015,11,1,0,1,0,0
6.7,12.0,31.0009,128.873,2015,11,1,0,1,0,0
6.9,10.0,-29.5097,-72.0585,2015,11,1,1,0,7,0
6.8,46.0,-30.8796,-71.4519,2015,11,0,1,0,16,1
6.5,20.0,-8.3381,124.875,2015,11,0,1,1,0,0
6.5,11.0,38.67,20.6,2015,11,0,1,1,0,0
6.8,12.59,-8.8994,158.422,2015,11,1,1,3,1,1
6.6,85.0,15.8015,-93.633,2015,12,0,0,0,1,1
6.9,21.0,-4.1064,129.508,2015,12,1,0,0,1,0
6.8,72.6,56.594,-156.43,2015,5,1,0,1,0,1
6.8,10.0,-11.1093,163.215,2015,5,1,1,4,0,1
6.9,11.19,-11.0559,163.696,2015,5,1,1,4,0,1
6.8,11.0,-10.8759,164.169,2015,5,1,1,4,0,1
6.8,35.0,38.9056,142.032,2015,5,1,0,0,4,1
7.3,15.0,27.8087,86.0655,2015,5,0,1,0,5,0
7.1,10.0,-7.2175,154.557,2015,5,1,1,1,2,1
7.5,55.0,-5.4624,151.875,2015,5,0,1,0,7,1
6.8,44.0,-5.2005,151.777,2015,5,0,1,0,7,1
6.5,11.0,-15.4994,-173.029,2015,3,1,1,1,4,1
6.7,223.0,-23.1125,-66.688,2015,2,0,0,0,2,1
6.7,23.0,39.8558,142.881,2015,2,1,0,0,5,1
7.0,552.06,-7.2968,122.535,2015,2,1,0,1,0,0
7.5,41.0,-4.7294,152.562,2015,3,1,1,0,2,1
6.7,12.0,-9.307,158.403,2015,7,1,0,1,0,1
6.5,20.0,13.8672,-58.5479,2015,7,1,0,1,0,1
7.0,11.0,-10.4012,165.141,2015,7,1,0,3,1,1
6.9,29.0,52.376,-169.446,2015,7,1,1,0,1,1
7.0,48.0,-2.6286,138.528,2015,7,0,0,0,1,1
6.6,22.0,-9.3438,158.053,2015,8,1,1,4,0,1
6.5,6.43,-9.3293,157.877,2015,8,1,1,4,0,1
6.7,10.0,24.913,-109.623,2015,9,1,0,2,0,1
8.3,22.44,-31.5729,-71.6744,2015,9,1,1,0,11,1
7.0,28.41,-31.5622,-71.4262,2015,9,0,1,0,11,0
6.5,27.0,-31.4244,-71.6876,2015,9,1,1,0,11,0
6.7,23.0,-31.5173,-71.804,2015,9,1,1,0,11,0
6.6,35.0,-31.7275,-71.3792,2015,9,0,1,0,11,1
6.6,18.0,-0.6212,131.262,2015,9,1,0,0,1,0
7.1,135.0,-14.8595,167.303,2015,10,1,0,1,1,1
7.5,231.0,36.5244,70.3676,2015,10,0,0,0,1,0
6.7,22.91,27.7711,86.0173,2015,4,0,0,0,3,0
6.6,10.0,28.2244,84.8216,2015,4,0,1,0,3,0
7.8,8.22,28.2305,84.7314,2015,4,0,1,0,3,0
6.7,31.0,-5.375,151.771,2015,4,0,1,0,3,1
6.5,10.0,-15.8815,-178.6,2015,4,1,1,1,0,1
6.5,460.0,27.7375,139.725,2015,6,1,0,0,3,0
7.8,664.0,27.8386,140.493,2015,5,1,0,0,2,1
7.5,43.37,-6.7547,155.024,2014,4,1,1,0,10,1
6.5,122.0,-15.0691,167.372,2014,2,1,0,0,3,1
6.9,10.0,35.9053,82.5864,2014,2,0,0,1,0,0
6.5,14.83,14.6682,-58.9272,2014,2,1,0,1,0,1
6.8,16.441,40.8287,-125.134,2014,3,1,1,1,0,1
6.9,8.0,-55.4703,-28.3669,2014,6,1,1,0,3,1
7.9,109.0,51.8486,178.735,2014,6,1,0,1,1,1
6.6,106.0,-21.4542,170.355,2014,5,1,0,0,1,1
6.5,119.0,27.4312,127.367,2014,3,1,0,1,0,1
6.6,10.0,-11.1284,162.052,2014,4,1,1,2,2,0
7.4,39.0,-11.4633,162.051,2014,4,1,1,2,2,1
7.6,22.56,-11.2701,162.148,2014,4,1,1,2,2,1
6.6,135.0,11.642,-85.8779,2014,4,0,0,1,2,1
6.5,20.0,-6.7878,154.95,2014,4,1,1,0,10,1
7.1,434.0,-19.6903,-177.759,2014,11,1,0,0,2,1
7.1,45.0,1.8929,126.522,2014,11,1,0,0,3,1
6.6,53.19,-5.9873,148.232,2014,11,1,1,0,2,1
6.7,22.0,-37.6478,179.662,2014,11,1,1,0,1,1
6.5,35.0,2.2999,127.056,2014,11,1,0,1,3,1
6.6,20.0,7.9401,-82.6865,2014,12,1,0,2,2,1
6.8,39.0,1.9604,126.575,2014,11,1,0,0,3,1
6.6,614.0,6.1572,123.126,2014,12,1,0,0,1,0
6.6,23.0,-6.5108,154.46,2014,12,1,1,1,9,1
6.7,26.59,-29.9414,-177.607,2014,6,1,1,0,5,0
6.5,10.0,-29.9379,-177.516,2014,6,1,1,0,5,0
6.5,44.26,-32.9076,-177.881,2014,2,1,1,0,1,1
6.5,187.0,-13.8633,167.249,2014,1,1,0,0,2,1
6.6,29.0,-6.6558,155.087,2014,4,1,1,0,10,1
7.2,24.0,17.397,-100.972,2014,4,0,1,0,3,1
6.5,10.0,49.6388,-127.732,2014,4,1,0,1,0,1
6.9,6.43,40.2893,25.3889,2014,5,1,0,1,0,0
6.5,10.0,7.2096,-82.3045,2014,5,1,1,2,0,1
6.9,20.0,-29.9772,-177.725,2014,6,1,1,0,5,1
6.9,53.0,14.724,-92.4614,2014,7,1,0,1,2,1
6.5,20.0,-6.2304,152.807,2014,7,1,0,0,2,1
6.5,20.0,37.0052,142.452,2014,7,1,1,0,2,1
6.7,18.0,-14.9831,-175.51,2014,6,1,0,3,0,1
6.7,130.0,13.7641,144.429,2014,9,1,1,0,1,1
6.8,101.0,-14.598,-73.5714,2014,8,0,0,0,2,1
6.9,13.0,0.8295,146.169,2014,8,1,0,1,0,1
6.9,615.42,-19.8015,-178.4,2014,7,1,0,0,1,1
6.9,28.42,-19.8927,-70.9455,2014,4,1,1,0,11,0
8.2,25.0,-19.6097,-70.7691,2014,4,1,1,0,11,1
6.7,20.0,-19.9807,-70.7022,2014,3,1,1,0,4,1
7.3,40.0,12.5262,-88.1225,2014,10,1,0,1,2,1
7.7,22.4,-20.5709,-70.4931,2014,4,1,1,0,11,1
7.1,60.53,-6.5858,155.048,2014,4,1,1,0,10,1
6.5,24.07,-20.3113,-70.5756,2014,4,1,1,0,11,0
6.5,30.0,11.763,-86.926,2013,6,1,0,0,2,1
6.7,624.0,52.235,151.444,2013,5,1,0,0,1,1
8.3,598.1,54.892,153.221,2013,5,1,0,0,1,1
7.4,173.7,-23.009,-177.232,2013,5,1,0,0,1,1
6.7,9.0,-10.004,107.236,2013,6,1,0,0,1,0
6.6,9.45,26.0913,-110.321,2013,10,1,0,1,0,1
7.1,35.0,37.1557,144.661,2013,10,1,1,1,2,1
6.6,27.0,-30.2921,-71.5215,2013,10,0,1,1,0,1
6.5,371.0,-17.1171,-176.545,2013,11,1,0,1,1,0
6.8,602.2,18.728,145.288,2013,5,1,0,1,0,0
6.5,10.0,-3.898,152.127,2013,4,1,0,1,4,1
6.6,14.0,30.308,102.888,2013,4,0,1,0,1,0
7.2,110.0,46.221,150.788,2013,4,1,1,1,1,1
6.6,13.0,-3.214,142.542,2013,4,1,1,1,0,1
7.7,80.0,28.033,61.996,2013,4,0,0,0,1,0
6.6,31.0,-6.475,154.607,2013,4,1,1,0,1,1
7.0,66.0,-3.517,138.476,2013,4,0,1,1,0,1
6.5,28.0,-6.598,148.174,2013,3,1,1,1,1,1
6.5,29.0,50.958,157.408,2013,3,1,0,0,3,0
6.9,41.0,50.954,157.283,2013,2,1,0,0,1,1
6.7,573.0,53.1995,152.786,2013,10,1,0,0,3,0
6.5,41.54,-30.9255,-178.323,2013,9,1,1,1,0,1
6.8,12.0,27.1825,65.5052,2013,9,0,0,2,0,0
7.1,40.0,-15.8385,-74.5112,2013,9,1,1,0,1,1
7.7,15.0,26.951,65.5009,2013,9,0,0,2,0,0
7.1,19.04,9.8796,124.117,2013,10,0,1,0,1,1
6.8,35.0,-6.4456,154.931,2013,10,1,1,0,3,1
6.6,40.0,35.5142,23.2523,2013,10,1,1,0,1,0
7.7,10.0,-60.2738,-46.4011,2013,11,1,1,2,1,1
6.9,9.97,-60.2627,-47.0621,2013,11,1,1,2,1,1
6.5,20.0,51.5573,-174.767,2013,9,1,1,0,5,1
6.5,112.0,-7.44,128.221,2013,9,1,0,0,2,0
6.5,402.0,29.9377,138.833,2013,9,1,0,1,1,0
7.3,11.0,-60.857,-25.07,2013,7,1,0,1,0,1
6.5,17.0,-41.704,174.337,2013,7,1,0,2,0,1
6.7,12.0,5.7732,-78.1999,2013,8,1,0,1,0,1
6.5,8.2,-41.734,174.152,2013,8,0,0,2,0,1
7.0,29.0,51.537,-175.23,2013,8,1,1,0,1,0
6.6,10.0,10.701,-42.594,2013,6,1,0,1,0,1
6.6,56.0,-6.029,149.706,2013,7,0,1,1,1,0
7.3,385.5,-3.917,153.927,2013,7,1,0,1,4,1
6.7,11.0,-10.997,165.655,2013,2,1,1,11,9,1
7.0,8.8,-10.499,165.588,2013,2,1,0,11,8,0
7.1,10.0,-11.183,164.882,2013,2,1,0,11,8,0
8.0,24.0,-10.799,165.114,2013,2,1,1,11,8,1
6.9,107.0,42.77,143.092,2013,2,0,0,1,0,0
6.8,45.0,-28.094,-70.653,2013,1,0,1,1,1,0
7.5,8.7,55.228,-134.859,2013,1,1,0,1,0,0
6.6,11.0,67.631,142.508,2013,2,0,0,0,1,1
6.8,12.0,-10.838,165.969,2013,2,1,1,11,9,1
7.1,21.0,-10.928,166.018,2013,2,1,1,11,9,1
6.9,145.0,1.135,-77.393,2013,2,0,0,1,1,1
6.6,18.0,-10.994,165.741,2013,2,1,1,11,9,1
8.7,20.0,2.33,93.06,2012,4,1,0,1,0,1
9.1,24.0,38.3,142.37,2011,3,1,0,0,2,1
8.8,35.0,-36.12,-72.9,2010,2,1,0,0,0,1
8.5,23.0,-4.44,101.37,2007,9,1,1,0,0,1
8.6,30.0,2.09,97.11,2005,3,0,0,0,2,1
9.1,30.0,3.3,95.98,2004,12,1,0,0,0,1
8.4,33.0,-16.27,-71.59,2001,6,0,1,0,0,1
8.7,33.0,51.25,178.72,1965,2,1,1,0,0,1
9.2,25.0,60.91,-147.34,1964,3,0,1,0,0,1
8.5,35.0,44.87,149.48,1963,10,1,1,0,0,1
9.5,25.0,-38.14,-73.41,1960,5,0,0,0,0,1
8.6,20.0,51.5,-175.63,1957,3,1,1,0,0,1
9.0,20.0,52.62,159.78,1952,11,1,0,0,0,1
8.6,15.0,28.36,96.45,1950,8,0,0,0,0,1
8.6,25.0,53.49,-162.83,1946,4,1,1,0,0,1
8.5,30.0,-5.05,131.61,1938,2,1,1,0,0,1
8.4,15.0,39.1,144.5,1933,3,1,0,0,0,1
8.4,25.0,54.49,160.47,1923,2,0,0,0,0,1
8.5,70.0,-28.29,-69.85,1922,11,0,1,0,0,1
8.8,20.0,0.96,-79.37,1906,1,0,0,0,0,1
