magnitude,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami,is_ocean,is_steep_slope
6.6,0,0.761,20.0,135.0,11.642,-85.8779,2014,4,1,False,False
6.5,0,3.787,16.0,20.0,-6.7878,154.95,2014,4,1,True,True
7.1,0,3.729,21.0,60.53,-6.5858,155.048,2014,4,1,True,True
7.7,0,1.029,44.0,22.4,-20.5709,-70.4931,2014,4,1,True,True
6.5,0,0.828,82.0,24.07,-20.3113,-70.5756,2014,4,0,True,True
6.9,0,0.828,119.0,28.42,-19.8927,-70.9455,2014,4,0,True,True
8.2,0,0.609,23.0,25.0,-19.6097,-70.7691,2014,4,1,True,True
6.7,0,1.008,44.0,20.0,-19.9807,-70.7022,2014,3,1,True,True
6.8,112,0.6568,229.0,16.441,40.8287,-125.134,2014,3,1,True,True
6.5,0,1.001,17.0,119.0,27.4312,127.367,2014,3,1,True,False
6.5,0,1.635,30.0,14.83,14.6682,-58.9272,2014,2,1,True,False
6.9,0,7.496,18.0,10.0,35.9053,82.5864,2014,2,0,False,False
6.5,0,0.409,20.0,122.0,-15.0691,167.372,2014,2,1,True,False
6.5,0,3.651,22.0,44.26,-32.9076,-177.881,2014,2,1,True,True
6.5,0,3.997,14.0,187.0,-13.8633,167.249,2014,1,1,True,False
6.5,0,5.194,22.0,371.0,-17.1171,-176.545,2013,11,0,True,False
7.7,0,8.05,23.0,10.0,-60.2738,-46.4011,2013,11,1,True,True
6.9,0,8.284,17.0,9.97,-60.2627,-47.0621,2013,11,1,True,True
6.6,0,0.636,31.0,27.0,-30.2921,-71.5215,2013,10,1,False,True
7.1,0,3.968,10.0,35.0,37.1557,144.661,2013,10,1,True,True
6.6,0,1.98,44.0,9.45,26.0913,-110.321,2013,10,1,True,False
6.8,0,5.79,9.0,35.0,-6.4456,154.931,2013,10,1,True,True
7.1,0,3.144,12.0,19.04,9.8796,124.117,2013,10,1,False,True
6.6,0,1.984,40.0,40.0,35.5142,23.2523,2013,10,0,True,True
6.7,0,2.958,11.0,573.0,53.1995,152.786,2013,10,0,True,False
6.5,0,1.709,21.0,41.54,-30.9255,-178.323,2013,9,1,True,True
6.8,0,7.359,17.0,12.0,27.1825,65.5052,2013,9,0,False,False
7.1,0,4.446,17.0,40.0,-15.8385,-74.5112,2013,9,1,True,True
7.7,0,7.241,17.0,15.0,26.951,65.5009,2013,9,0,False,False
6.5,0,0.735,24.0,20.0,51.5573,-174.767,2013,9,1,True,True
6.5,0,3.276,26.0,402.0,29.9377,138.833,2013,9,0,True,False
6.5,0,3.097,11.0,112.0,-7.44,128.221,2013,9,0,True,False
7.0,0,0.624,53.0,29.0,51.537,-175.23,2013,8,0,True,True
6.5,0,0.0,0.0,8.2,-41.734,174.152,2013,8,1,False,False
6.7,0,3.741,22.0,12.0,5.7732,-78.1999,2013,8,1,True,False
6.5,229,0.0,20.0,17.0,-41.704,174.337,2013,7,1,True,False
7.3,398,0.0,43.0,11.0,-60.857,-25.07,2013,7,1,True,False
6.6,139,0.0,14.0,56.0,-6.029,149.706,2013,7,0,False,True
7.3,117,0.0,24.0,385.5,-3.917,153.927,2013,7,1,True,False
6.6,111,0.0,16.0,10.0,10.701,-42.594,2013,6,1,True,False
6.5,698,0.0,27.0,30.0,11.763,-86.926,2013,6,1,True,False
6.7,515,0.0,24.0,9.0,-10.004,107.236,2013,6,0,True,False
6.7,217,0.0,25.2,624.0,52.235,151.444,2013,5,1,True,False
8.3,385,0.0,10.0,598.1,54.892,153.221,2013,5,1,True,False
7.4,626,0.0,16.0,173.7,-23.009,-177.232,2013,5,1,True,False
6.8,131,0.0,18.0,602.2,18.728,145.288,2013,5,0,True,False
6.5,264,0.0,16.6,10.0,-3.898,152.127,2013,4,1,True,False
6.6,548,0.0,12.6,14.0,30.308,102.888,2013,4,0,False,True
7.2,770,0.0,10.1,110.0,46.221,150.788,2013,4,1,True,True
6.6,445,0.0,11.0,13.0,-3.214,142.542,2013,4,1,True,True
7.7,506,0.0,26.6,80.0,28.033,61.996,2013,4,0,False,False
6.6,491,0.0,11.5,31.0,-6.475,154.607,2013,4,1,True,True
7.0,640,0.0,11.4,66.0,-3.517,138.476,2013,4,1,False,True
6.5,317,0.0,14.2,28.0,-6.598,148.174,2013,3,1,True,True
6.5,480,0.0,20.7,29.0,50.958,157.408,2013,3,0,True,False
6.9,531,0.0,20.7,41.0,50.954,157.283,2013,2,1,True,False
6.6,697,0.0,15.3,11.0,67.631,142.508,2013,2,1,False,False
6.6,421,0.0,16.6,18.0,-10.994,165.741,2013,2,1,True,True
6.9,562,0.0,23.7,145.0,1.135,-77.393,2013,2,1,False,False
7.1,334,0.0,16.5,21.0,-10.928,166.018,2013,2,1,True,True
6.8,400,0.0,17.5,12.0,-10.838,165.969,2013,2,1,True,True
6.7,387,0.0,26.5,11.0,-10.997,165.655,2013,2,1,True,True
7.0,445,0.0,17.5,8.8,-10.499,165.588,2013,2,0,True,False
7.1,550,0.0,18.4,10.0,-11.183,164.882,2013,2,0,True,False
8.0,460,0.0,20.9,24.0,-10.799,165.114,2013,2,1,True,True
6.9,686,0.0,28.0,107.0,42.77,143.092,2013,2,0,False,False
6.8,596,0.0,19.3,45.0,-28.094,-70.653,2013,1,0,False,True
7.5,0,0.0,0.0,8.7,55.228,-134.859,2013,1,0,True,False
6.7,521,0.0,13.7,200.7,-14.344,167.286,2012,12,0,True,False
7.1,517,0.0,8.7,155.0,-6.533,129.825,2012,12,0,True,True
7.3,918,0.0,14.8,31.0,37.89,143.949,2012,12,0,True,True
6.5,598,0.0,57.3,20.0,14.129,-92.164,2012,11,0,True,True
6.8,391,0.0,13.7,13.7,23.005,95.885,2012,11,0,False,False
7.4,751,0.0,25.5,24.0,13.988,-91.895,2012,11,0,True,True
7.8,807,0.0,42.7,14.0,52.788,-132.101,2012,10,0,False,True
6.5,691,0.0,34.4,17.0,10.086,-85.298,2012,10,0,False,False
6.6,291,0.0,17.7,13.0,-4.892,134.03,2012,10,0,True,True
7.3,934,0.0,15.5,170.0,1.929,-76.362,2012,9,0,False,False
7.6,703,0.0,34.3,35.0,10.085,-85.315,2012,9,0,False,False
7.6,682,0.0,10.2,28.0,10.811,126.638,2012,8,0,True,True
7.3,417,0.0,37.0,28.0,12.139,-88.59,2012,8,0,True,True
6.6,497,0.0,14.6,91.1,2.19,126.837,2012,8,0,True,False
7.7,862,0.0,13.8,583.2,49.8,145.064,2012,8,0,True,False
6.5,576,0.0,11.7,41.0,-4.651,153.173,2012,7,0,True,False
6.6,529,0.0,15.7,134.7,-18.685,-174.705,2012,4,0,True,False
6.7,370,0.0,15.4,16.0,-1.617,134.276,2012,4,0,True,False
6.8,597,0.0,12.6,198.0,-5.462,147.117,2012,4,0,True,False
6.7,518,0.0,26.9,29.0,-32.625,-71.365,2012,4,0,False,True
7.0,474,0.0,95.9,13.0,28.696,-113.104,2012,4,0,True,False
6.5,599,0.0,54.1,20.0,18.229,-102.689,2012,4,0,False,True
8.2,341,0.0,14.9,25.1,0.802,92.463,2012,4,0,True,False
8.6,499,0.0,16.6,20.0,2.327,93.063,2012,4,0,True,False
7.1,553,0.0,15.2,40.7,-35.2,-72.217,2012,3,0,False,False
6.6,640,0.0,10.1,118.0,-6.242,145.955,2012,3,0,False,False
7.4,672,0.0,37.9,20.0,16.493,-98.231,2012,3,0,False,False
6.7,596,0.0,13.4,12.0,51.708,95.991,2012,2,0,False,False
6.7,572,0.0,11.1,11.0,9.999,123.206,2012,2,0,False,False
7.1,573,0.0,12.0,23.0,-17.827,167.133,2012,2,0,True,False
7.2,443,0.0,17.0,19.0,2.433,93.21,2012,1,0,True,False
6.6,545,0.0,17.6,15.0,51.842,95.911,2011,12,0,False,False
7.1,485,0.0,10.6,135.0,-7.551,146.809,2011,12,0,False,True
6.5,578,0.0,38.6,59.0,17.986,-99.789,2011,12,0,False,False
6.9,474,0.0,46.5,24.0,-14.438,-75.966,2011,10,0,False,False
7.1,693,0.0,19.7,18.0,38.721,43.508,2011,10,0,False,False
6.5,423,0.0,12.6,37.0,-6.57,147.881,2011,10,0,True,True
6.9,383,0.0,13.0,50.0,27.73,88.155,2011,9,0,False,True
6.7,667,0.0,10.9,30.0,40.273,142.779,2011,9,0,True,False
6.7,447,0.0,15.3,91.0,2.965,97.893,2011,9,0,False,False
7.0,406,0.0,15.3,185.1,-20.671,169.716,2011,9,0,True,False
7.0,471,0.0,26.9,147.0,-7.641,-74.525,2011,8,0,False,False
7.1,564,0.0,12.3,28.0,-18.311,168.218,2011,8,0,True,True
6.5,322,0.0,15.0,35.0,-18.308,168.156,2011,8,0,True,True
7.2,280,0.0,18.4,32.0,-18.365,168.143,2011,8,0,True,True
6.6,229,0.0,16.6,10.0,-3.518,144.828,2011,7,0,True,False
7.6,567,0.0,33.5,17.0,-29.539,-176.34,2011,7,0,True,True
6.7,592,0.0,24.9,33.0,39.955,142.205,2011,6,0,True,False
6.8,519,0.0,12.5,11.0,-20.244,168.226,2011,5,0,True,False
6.8,445,0.0,13.0,79.0,-10.375,161.2,2011,4,0,True,True
6.6,586,0.0,10.1,11.0,37.001,140.401,2011,4,0,False,False
7.1,446,0.0,17.7,42.0,38.276,141.588,2011,4,0,False,False
6.6,518,0.0,37.2,166.2,17.208,-94.338,2011,4,0,False,False
6.9,335,0.0,18.2,8.0,20.687,99.822,2011,3,0,False,False
6.6,668,0.0,9.5,25.7,39.241,142.463,2011,3,0,True,False
6.5,369,0.0,18.7,6.8,36.166,141.562,2011,3,0,True,True
7.7,507,0.0,10.8,18.6,38.058,144.59,2011,3,0,True,False
7.9,163,0.0,48.4,42.6,36.281,141.111,2011,3,0,True,False
9.1,541,0.0,9.5,29.0,38.297,142.373,2011,3,0,True,False
7.3,550,0.0,17.4,32.0,38.435,142.842,2011,3,0,True,False
6.7,358,0.0,33.9,21.0,-35.38,-72.834,2011,2,0,True,True
6.9,382,0.0,34.7,26.0,-36.422,-72.96,2011,2,0,True,False
7.2,372,0.0,25.3,68.0,28.777,63.951,2011,1,0,False,False
7.0,578,0.0,13.3,9.0,-20.628,168.471,2011,1,0,True,True
7.2,397,0.0,30.1,24.0,-38.355,-73.326,2011,1,0,False,False
7.3,409,0.0,12.0,16.0,-19.702,167.947,2010,12,0,True,False
6.7,279,0.0,24.3,12.0,28.412,59.18,2010,12,0,False,False
6.6,306,0.0,18.5,33.0,-6.001,149.977,2010,12,0,False,True
7.8,379,0.0,23.0,20.1,-3.487,100.082,2010,10,0,True,True
6.7,352,0.0,50.3,13.0,24.696,-109.156,2010,10,0,True,True
7.0,271,0.0,15.1,26.0,-4.963,133.76,2010,9,0,True,False
7.0,365,0.0,15.8,12.0,-43.522,171.83,2010,9,0,False,False
7.1,672,0.0,12.4,206.7,-1.266,-77.306,2010,8,0,False,False
7.3,405,0.0,20.2,25.0,-17.541,168.069,2010,8,0,True,True
7.0,396,0.0,12.7,44.0,-5.746,150.765,2010,8,0,False,True
6.5,403,0.0,11.1,220.0,-5.486,146.822,2010,8,0,True,True
7.6,340,0.0,15.1,578.0,6.497,123.48,2010,7,0,True,True
7.3,397,0.0,18.2,35.0,-5.931,150.59,2010,7,0,False,True
6.9,456,0.0,15.7,28.0,-5.966,150.428,2010,7,0,False,True
6.6,295,0.0,52.8,22.0,-38.067,-73.31,2010,7,0,False,False
6.7,392,0.0,18.7,35.0,-10.627,161.447,2010,6,0,True,True
6.6,309,0.0,25.0,10.5,-2.329,136.484,2010,6,0,False,False
7.0,307,0.0,18.1,18.0,-2.174,136.543,2010,6,0,True,False
7.5,514,0.0,18.6,35.0,7.881,91.936,2010,6,0,True,True
7.2,327,0.0,11.7,31.0,-13.698,166.643,2010,5,0,True,True
7.2,611,0.0,20.6,38.0,3.748,96.018,2010,5,0,True,False
6.9,410,0.0,14.9,17.0,33.165,96.548,2010,4,0,False,False
6.9,399,0.0,12.1,21.0,-10.878,161.116,2010,4,0,True,True
7.8,352,0.0,19.2,31.0,2.383,97.048,2010,4,0,True,False
7.2,10,0.5137,239.0,9.987,32.2862,-115.295,2010,4,0,False,False
6.6,413,0.0,16.7,34.0,13.667,92.831,2010,3,0,True,False
6.7,312,0.0,34.7,18.0,-36.217,-73.257,2010,3,0,True,True
6.5,491,0.0,27.0,32.0,37.745,141.59,2010,3,0,True,False
7.0,403,0.0,17.1,18.0,-34.326,-71.799,2010,3,0,False,False
6.9,415,0.0,12.5,11.0,-34.29,-71.891,2010,3,0,False,False
6.8,401,0.0,23.2,26.0,-3.762,100.991,2010,3,0,True,False
6.6,255,0.0,27.8,18.0,-36.665,-73.374,2010,3,0,True,True
6.5,426,0.0,18.7,176.0,-13.571,167.227,2010,3,0,True,False
7.4,409,0.0,17.6,35.0,-37.773,-75.048,2010,2,0,True,False
8.8,454,0.0,17.8,22.9,-36.122,-72.898,2010,2,0,True,False
7.0,487,0.0,15.7,25.0,25.93,128.425,2010,2,0,True,True
7.0,500,0.0,22.7,13.0,18.443,-72.571,2010,1,0,False,True
6.5,51,0.3225,220.0,28.737,40.652,-124.692,2010,1,0,True,False
6.8,338,0.0,15.0,15.4,-9.019,157.551,2010,1,0,True,True
7.1,377,0.0,15.0,10.0,-8.783,157.354,2010,1,0,True,True
6.6,282,0.0,16.6,10.0,-8.726,157.487,2010,1,0,False,True
6.5,390,0.0,17.7,27.0,-19.394,-70.321,2009,11,0,True,False
7.3,430,0.0,15.0,595.0,-17.239,178.331,2009,11,0,True,False
6.6,305,0.0,20.4,18.0,-8.207,118.631,2009,11,0,True,True
6.8,424,0.0,21.4,34.0,29.218,129.782,2009,10,0,True,False
6.9,397,0.0,11.0,130.0,-6.133,130.385,2009,10,0,True,True
6.8,174,0.0,30.2,35.0,-13.298,165.91,2009,10,0,True,True
7.4,314,0.0,20.2,31.1,-13.093,166.497,2009,10,0,True,True
7.8,195,0.0,20.3,35.0,-12.517,166.382,2009,10,0,True,True
7.7,283,0.0,23.2,45.0,-13.006,166.51,2009,10,0,True,True
6.6,417,0.0,30.1,9.0,-2.482,101.524,2009,10,0,False,False
7.6,498,0.0,14.0,81.0,-0.72,99.867,2009,9,0,True,False
8.1,520,0.0,20.8,18.0,-15.489,-172.095,2009,9,0,True,True
7.0,312,0.0,16.3,46.0,-7.782,107.297,2009,9,0,True,True
6.7,369,0.0,14.9,20.0,-1.479,99.49,2009,8,0,True,False
6.6,336,0.0,14.1,53.0,32.821,140.395,2009,8,0,True,False
7.5,303,0.0,18.2,24.0,14.099,92.902,2009,8,0,True,False
7.1,447,0.0,14.2,292.0,33.167,137.944,2009,8,0,True,False
6.9,243,0.0,35.0,10.0,29.039,-112.903,2009,8,0,True,False
7.8,434,0.0,16.8,12.0,-45.762,166.562,2009,7,0,False,True
6.7,269,0.0,13.8,64.0,-5.157,153.782,2009,6,0,True,False
7.3,464,0.0,27.2,19.0,16.731,-86.217,2009,5,0,True,True
7.6,504,0.0,14.0,31.0,-23.043,-174.66,2009,3,0,True,True
7.2,432,0.0,18.6,20.0,3.886,126.387,2009,2,0,True,True
7.4,314,0.0,21.1,23.0,-0.691,133.305,2009,1,0,False,True
6.6,344,0.0,22.6,204.8,36.419,70.743,2009,1,0,False,False
7.7,288,0.0,29.8,17.0,-0.414,132.885,2009,1,0,True,True
7.4,365,0.0,33.7,30.0,1.271,122.091,2008,11,0,True,False
6.7,481,0.0,28.6,24.0,14.423,-92.364,2008,10,0,True,False
6.7,529,0.0,22.3,27.4,39.533,73.824,2008,10,0,False,False
6.8,500,0.0,22.2,25.0,41.892,143.754,2008,9,0,True,False
6.6,463,0.0,14.1,96.0,1.885,127.363,2008,9,0,True,True
6.9,531,0.0,14.9,110.0,-13.501,166.967,2008,9,0,True,False
6.7,325,0.0,28.0,12.0,30.901,83.52,2008,8,0,False,False
6.8,633,0.0,20.2,108.0,39.802,141.464,2008,7,0,False,False
7.0,577,0.0,18.2,22.0,37.552,142.214,2008,7,0,True,False
6.9,0,0.0,0.0,25.5,37.55,142.714,2008,7,0,True,True
6.6,630,0.0,18.4,17.0,11.005,91.824,2008,6,0,True,True
6.9,654,0.0,17.1,7.8,39.03,140.881,2008,6,0,False,False
7.9,774,0.0,11.3,19.0,31.002,103.322,2008,5,0,False,True
6.9,519,0.0,21.1,27.0,36.164,141.526,2008,5,0,True,False
7.3,486,0.0,13.4,33.0,-20.071,168.892,2008,4,0,True,True
7.2,532,0.0,25.9,10.0,35.49,81.467,2008,3,0,False,False
6.9,544,0.0,25.9,24.0,13.351,125.63,2008,3,0,True,True
6.7,543,0.0,15.1,25.0,-2.245,99.808,2008,2,0,True,False
6.6,421,0.0,17.7,25.0,-2.332,99.891,2008,2,0,True,False
7.2,505,0.0,18.4,25.0,-2.486,99.972,2008,2,0,True,False
6.5,429,0.0,28.3,22.0,-2.405,99.931,2008,2,0,True,False
7.4,607,0.0,16.4,26.0,2.768,95.964,2008,2,0,False,False
6.5,650,0.0,30.7,28.0,36.345,21.863,2008,2,0,True,True
6.9,645,0.0,30.6,29.0,36.501,21.67,2008,2,0,True,True
6.5,521,0.0,27.6,83.0,16.357,-94.304,2008,2,0,False,False
6.6,461,0.0,18.8,20.0,-39.011,178.291,2007,12,0,True,True
6.7,481,0.0,30.3,45.0,-22.954,-70.182,2007,12,0,False,True
7.4,663,0.0,13.4,156.0,14.944,-61.274,2007,11,0,True,True
6.6,280,0.0,26.9,16.0,-10.95,162.149,2007,11,0,True,True
6.5,272,0.0,27.6,18.0,-8.224,118.467,2007,11,0,True,True
6.5,353,0.0,27.5,20.0,-8.292,118.37,2007,11,0,True,False
6.8,341,0.0,15.9,53.0,-5.757,147.098,2007,11,0,True,True
6.8,649,0.0,27.0,122.9,-2.312,-77.838,2007,11,0,False,False
6.8,285,0.0,40.1,26.0,-22.925,-70.237,2007,11,0,False,True
7.7,610,0.0,22.4,40.0,-22.247,-69.89,2007,11,0,False,True
6.8,494,0.0,23.9,21.0,-3.899,101.02,2007,10,0,True,False
6.8,338,0.0,19.0,18.0,-44.796,167.553,2007,10,0,False,True
6.8,348,0.0,15.5,40.0,-4.99,153.5,2007,9,0,True,True
6.7,503,0.0,26.9,30.0,-1.999,100.141,2007,9,0,True,False
7.0,537,0.0,23.1,22.0,-2.13,99.627,2007,9,0,False,True
6.5,409,0.0,26.2,28.9,-1.689,99.668,2007,9,0,True,False
7.9,446,0.0,29.1,35.0,-2.625,100.841,2007,9,0,True,False
7.8,0,0.0,0.0,40.5,-2.52,100.139,2007,9,0,True,False
8.4,411,0.0,32.3,34.0,-4.438,101.367,2007,9,0,True,True
6.8,653,0.0,17.6,15.0,2.966,-77.963,2007,9,0,True,False
7.2,312,0.0,21.3,35.0,-11.61,165.762,2007,9,0,True,True
6.5,382,0.0,12.8,15.0,-9.834,159.465,2007,8,0,True,True
8.0,625,0.0,25.7,39.0,-13.386,-76.603,2007,8,0,True,False
7.5,228,0.0,30.7,280.0,-5.859,107.419,2007,8,0,True,False
7.2,494,0.0,20.4,120.0,-15.595,167.68,2007,8,0,True,True
6.9,374,0.0,24.1,25.0,2.872,127.464,2007,7,0,True,False
6.8,664,0.0,18.2,350.4,36.808,134.85,2007,7,0,True,False
6.6,782,0.0,16.7,12.0,37.535,138.446,2007,7,0,True,False
6.7,468,0.0,37.7,23.0,13.554,-90.618,2007,6,0,True,False
6.9,305,0.0,15.3,10.0,-7.306,155.741,2007,4,0,True,True
6.6,251,0.0,16.0,10.0,-7.169,155.777,2007,4,0,True,True
8.1,439,0.0,14.7,24.0,-8.466,157.043,2007,4,0,True,True
6.7,493,0.0,23.9,8.0,37.336,136.588,2007,3,0,True,False
7.1,426,0.0,25.3,34.0,-20.617,169.357,2007,3,0,True,True
6.7,253,0.0,40.3,12.0,-1.034,126.976,2007,2,0,True,True
7.5,570,0.0,21.6,22.0,1.065,126.282,2007,1,0,True,False
8.1,606,0.0,14.0,10.0,46.243,154.524,2007,1,0,True,False
6.9,466,0.0,31.6,10.0,21.974,120.493,2006,12,0,True,False
7.1,744,0.0,29.1,10.0,21.799,120.547,2006,12,0,True,False
8.3,576,0.0,20.9,10.0,46.592,153.266,2006,11,0,True,True
6.6,352,0.0,18.6,11.0,-6.482,151.195,2006,11,0,True,True
6.7,444,0.0,53.4,23.0,-13.457,-76.677,2006,10,0,True,False
6.7,533,0.0,15.6,32.0,-5.881,150.982,2006,10,0,False,True
6.7,43,0.0,124.0,38.182,19.877,-155.935,2006,10,0,True,True
6.9,702,0.0,20.9,28.0,-16.592,-172.033,2006,9,0,True,True
6.8,459,0.0,28.4,38.0,-6.759,155.512,2006,9,0,False,False
6.5,700,0.0,47.4,43.0,51.148,157.522,2006,8,0,True,False
6.8,551,0.0,26.2,150.0,-15.798,167.789,2006,8,0,True,True
7.7,357,0.0,36.8,20.0,-9.284,107.419,2006,7,0,True,True
6.5,477,0.0,20.3,34.0,-5.724,151.133,2006,5,0,False,True
6.6,548,0.0,28.0,19.0,60.772,165.743,2006,5,0,False,False
6.8,701,0.0,16.3,12.0,0.093,97.05,2006,5,0,True,True
8.0,626,0.0,20.7,55.0,-20.187,-174.123,2006,5,0,True,True
8.0,0,0.0,0.0,60.5,-19.99,-173.907,2006,5,0,True,True
6.5,282,0.0,46.3,12.0,-27.211,-71.056,2006,4,0,True,True
6.7,277,0.0,25.6,12.0,-27.017,-71.022,2006,4,0,True,True
6.6,645,0.0,28.4,11.0,60.491,167.516,2006,4,0,False,False
7.6,579,0.0,18.5,22.0,60.949,167.089,2006,4,0,False,False
6.5,247,0.0,25.5,14.0,-16.527,176.989,2006,4,0,True,True
6.7,306,0.0,21.3,30.1,-3.595,127.214,2006,3,0,False,True
7.0,412,0.0,23.2,11.0,-21.324,33.583,2006,2,0,False,False
6.7,769,0.0,19.7,66.0,36.311,23.212,2006,1,0,True,False
6.6,323,0.0,48.2,14.0,28.164,-112.117,2006,1,0,True,False
6.5,529,0.0,20.5,224.6,36.357,71.093,2005,12,0,False,True
6.8,561,0.0,20.0,22.0,-6.224,29.83,2005,12,0,False,False
6.5,464,0.0,48.8,29.0,38.089,142.122,2005,12,0,True,False
6.5,358,0.0,20.7,21.0,2.164,96.786,2005,11,0,True,False
6.8,509,0.0,30.1,147.0,-22.361,-67.895,2005,11,0,False,True
7.6,724,0.0,21.1,26.0,34.539,73.588,2005,10,0,False,True
6.6,402,0.0,17.7,25.0,-5.437,151.84,2005,9,0,False,True
7.5,696,0.0,26.2,115.0,-5.678,-76.398,2005,9,0,False,False
7.6,502,0.0,20.0,90.0,-4.539,153.474,2005,9,0,True,True
7.2,698,0.0,19.6,36.0,38.276,142.039,2005,8,0,True,False
7.2,636,0.0,26.4,16.0,7.92,92.19,2005,7,0,True,False
6.7,398,0.0,22.3,21.0,1.819,97.082,2005,7,0,True,False
6.6,446,0.0,21.1,27.0,11.245,-86.172,2005,7,0,True,False
7.2,420,0.0,31.4,16.0,41.292,-125.953,2005,6,0,True,False
7.8,714,0.0,16.1,115.6,-19.987,-69.197,2005,6,0,False,False
6.9,635,0.0,26.0,30.0,1.989,97.041,2005,5,0,True,False
6.7,695,0.0,20.9,34.0,0.587,98.459,2005,5,0,True,False
6.5,478,0.0,21.2,30.0,-1.714,99.779,2005,4,0,True,False
6.7,656,0.0,21.2,19.0,-1.644,99.607,2005,4,0,True,False
8.6,510,0.0,22.1,30.0,2.085,97.108,2005,3,0,False,False
6.6,401,0.0,22.9,10.0,33.807,130.131,2005,3,0,True,False
7.1,569,0.0,18.1,201.7,-6.527,129.933,2005,3,0,True,True
6.8,444,0.0,33.8,36.0,2.908,95.592,2005,2,0,True,False
6.5,371,0.0,31.8,10.0,-5.562,122.129,2005,2,0,True,False
6.5,286,0.0,47.3,39.7,4.756,126.421,2005,2,0,True,True
6.7,457,0.0,30.2,206.3,-14.252,167.259,2005,2,0,True,False
7.1,640,0.0,26.4,525.0,5.293,123.337,2005,2,0,True,False
6.6,225,0.0,78.5,27.8,34.064,141.491,2005,1,0,True,True
6.6,353,0.0,31.9,16.1,8.879,92.375,2004,12,0,True,False
7.2,385,0.0,27.9,39.2,6.91,92.958,2004,12,0,True,True
9.1,601,0.0,22.0,30.0,3.295,95.982,2004,12,0,True,False
8.1,331,0.0,59.3,10.0,-49.312,161.345,2004,12,0,True,False
6.8,639,0.0,21.8,10.0,18.958,-81.409,2004,12,0,True,True
6.8,759,0.0,23.6,35.0,42.9,145.228,2004,12,0,True,True
7.0,929,0.0,23.9,39.0,43.006,145.119,2004,11,0,True,False
7.1,439,0.0,28.8,10.0,-3.609,135.404,2004,11,0,False,False
7.1,585,0.0,14.7,10.0,-46.676,164.721,2004,11,0,True,True
7.2,708,0.0,50.2,15.0,4.695,-77.508,2004,11,0,True,True
7.5,301,0.0,33.8,10.0,-8.152,124.868,2004,11,0,True,True
6.7,233,0.0,21.5,10.0,-11.128,162.208,2004,11,0,True,True
6.7,459,0.0,37.3,10.0,49.277,-128.772,2004,11,0,True,False
6.6,782,0.0,37.0,16.0,37.226,138.779,2004,10,0,False,False
6.7,698,0.0,24.7,94.0,24.53,122.694,2004,10,0,True,True
7.0,441,0.0,32.2,35.0,11.422,-86.665,2004,10,0,True,False
6.5,526,0.0,18.3,105.0,13.925,120.534,2004,10,0,True,False
6.8,545,0.0,15.7,36.0,-10.951,162.161,2004,10,0,True,True
6.6,478,0.0,29.8,10.0,33.205,137.227,2004,9,0,True,True
7.4,594,0.0,27.5,10.0,33.184,137.071,2004,9,0,True,False
7.2,643,0.0,28.4,14.0,33.07,136.618,2004,9,0,True,False
6.5,349,0.0,30.1,5.0,-35.173,-70.525,2004,8,0,False,True
6.5,305,0.0,39.0,13.4,-0.443,133.091,2004,7,0,True,True
6.9,798,0.0,31.2,188.6,55.682,160.003,2004,6,0,False,False
6.6,282,0.0,46.9,21.0,-37.695,-73.406,2004,5,0,False,False
6.7,386,0.0,27.6,65.8,-9.362,122.839,2004,4,0,True,False
6.5,424,0.0,29.9,228.4,-13.174,167.198,2004,4,0,True,False
6.6,728,0.0,18.3,187.1,36.512,71.029,2004,4,0,False,False
6.7,256,0.0,33.3,25.7,-3.665,135.339,2004,2,0,False,False
7.3,390,0.0,23.0,10.0,-4.003,135.023,2004,2,0,False,False
7.0,367,0.0,33.0,16.6,-3.615,135.538,2004,2,0,False,False
6.7,243,0.0,42.5,17.4,-3.12,127.4,2004,1,0,True,True
7.3,235,0.0,46.6,10.0,-22.015,169.766,2003,12,0,True,True
6.6,552,0.0,44.8,10.0,28.995,58.311,2003,12,0,False,False
6.5,405,0.0,48.4,33.0,8.416,-82.824,2003,12,0,False,False
6.5,65,0.04685,71.0,8.382,35.7005,-121.101,2003,12,0,False,False
6.8,447,0.0,27.7,10.0,23.039,121.362,2003,12,0,True,True
6.6,384,0.0,25.1,35.0,-5.581,150.88,2003,11,0,False,False
6.5,487,0.0,45.9,35.0,12.025,125.416,2003,11,0,False,True
6.6,475,0.0,26.2,113.7,-19.262,168.892,2003,11,0,True,False
7.0,568,0.0,61.2,10.0,37.812,142.619,2003,10,0,True,True
6.7,556,0.0,55.4,32.0,42.648,144.57,2003,10,0,True,False
6.7,643,0.0,24.5,10.0,50.211,87.721,2003,10,0,False,False
6.5,586,0.0,71.3,25.0,42.45,144.38,2003,9,0,True,False
7.3,667,0.0,24.5,16.0,50.038,87.813,2003,9,0,False,False
7.4,514,0.0,78.8,33.0,41.774,143.593,2003,9,0,True,True
8.16,0,0.0,0.0,27.0,41.815,143.91,2003,9,0,True,False
6.6,518,0.0,24.7,10.0,19.917,95.672,2003,9,0,False,False
7.2,428,0.0,17.5,28.0,-45.104,167.144,2003,8,0,False,True
7.6,315,0.0,25.2,10.0,-60.532,-43.411,2003,8,0,True,True
6.5,156,0.0,31.4,33.0,-3.828,152.174,2003,7,0,True,True
